source,food_id,name_local,name_en,lang,category,serving_basis,energy_kcal,protein_g,phosphorus_mg,potassium_mg,sodium_mg,notes
,F003920,"Fish, eel, raw","Fish, eel, raw",en-AU,15302.0,100g,178.0,18.4,216.0,272.0,51.0,from kJ
,F003950,"Fish, white flesh, battered, packaged frozen, baked, no added fat","Fish, white flesh, battered, packaged frozen, baked, no added fat",en-AU,15501.0,100g,196.0,12.2,187.0,243.0,383.0,from kJ
,F003954,"Fish, white flesh, crumbed, packaged frozen, baked, no added fat","Fish, white flesh, crumbed, packaged frozen, baked, no added fat",en-AU,15501.0,100g,205.0,11.8,187.0,243.0,383.0,from kJ
,F003907,"Fish, battered or crumbed, from takeaway outlet, deep fried, blended frying fat, ready to eat","Fish, battered or crumbed, from takeaway outlet, deep fried, blended frying fat, ready to eat",en-AU,15501.0,100g,240.0,15.2,187.0,243.0,406.0,from kJ
,F000002,"Abalone, black lip, aquacultured, raw","Abalone, black lip, aquacultured, raw",en-AU,15202.0,100g,79.0,16.2,152.0,250.0,390.0,from kJ
,F000003,"Abalone, black lip, wild, raw","Abalone, black lip, wild, raw",en-AU,15202.0,100g,91.0,19.4,150.0,285.0,268.0,from kJ
,F000005,"Abalone, green lip, aquacultured, raw","Abalone, green lip, aquacultured, raw",en-AU,15202.0,100g,82.0,17.1,155.0,260.0,792.0,from kJ
,F000006,"Abalone, green lip, wild, raw","Abalone, green lip, wild, raw",en-AU,15202.0,100g,87.0,18.7,132.0,252.0,255.0,from kJ
,F000004,"Abalone, brown lip, wild, raw","Abalone, brown lip, wild, raw",en-AU,15202.0,100g,84.0,17.8,110.0,210.0,280.0,from kJ
,F003243,"Crab, flesh, purchased steamed or boiled","Crab, flesh, purchased steamed or boiled",en-AU,15201.0,100g,88.0,20.2,210.0,280.0,420.0,from kJ
,F005228,"Lobster, southern rock, wild, flesh, raw","Lobster, southern rock, wild, flesh, raw",en-AU,15201.0,100g,88.0,20.2,288.0,364.0,283.0,from kJ
,F005227,"Lobster, southern rock, wild, flesh, purchased steamed or boiled","Lobster, southern rock, wild, flesh, purchased steamed or boiled",en-AU,15201.0,100g,98.0,22.5,240.0,364.0,283.0,from kJ
,F005968,"Mussel, blue, steamed","Mussel, blue, steamed",en-AU,15202.0,100g,105.0,16.0,122.0,130.0,353.0,from kJ
,F006150,"Octopus, raw","Octopus, raw",en-AU,15202.0,100g,70.0,14.9,186.0,350.0,230.0,from kJ
,F006146,"Octopus, boiled, no added fat","Octopus, boiled, no added fat",en-AU,15202.0,100g,77.0,16.6,165.0,311.0,204.0,from kJ
,F006288,"Oyster, native, aquacultured, raw","Oyster, native, aquacultured, raw",en-AU,15202.0,100g,46.0,7.3,115.0,190.0,585.0,from kJ
,F006289,"Oyster, Pacific, aquacultured, raw","Oyster, Pacific, aquacultured, raw",en-AU,15202.0,100g,67.0,10.8,174.0,231.0,541.0,from kJ
,F006291,"Oyster, Sydney rock, aquacultured, raw","Oyster, Sydney rock, aquacultured, raw",en-AU,15202.0,100g,71.0,10.6,183.0,235.0,491.0,from kJ
,F006285,"Oyster, aquacultured, raw","Oyster, aquacultured, raw",en-AU,15202.0,100g,64.0,10.1,166.0,225.0,535.0,from kJ
,F007422,"Prawn, banana, wild, flesh, raw","Prawn, banana, wild, flesh, raw",en-AU,15201.0,100g,59.0,13.2,331.0,78.0,509.0,from kJ
,F007421,"Prawn, banana, aquacultured, purchased cooked","Prawn, banana, aquacultured, purchased cooked",en-AU,15201.0,100g,102.0,23.2,228.0,320.0,805.0,from kJ
,F007424,"Prawn, brown tiger, wild, flesh, raw","Prawn, brown tiger, wild, flesh, raw",en-AU,15201.0,100g,103.0,23.4,327.0,404.0,273.0,from kJ
,F007423,"Prawn, black tiger, aquacultured, purchased cooked","Prawn, black tiger, aquacultured, purchased cooked",en-AU,15201.0,100g,92.0,20.2,214.0,179.0,918.0,from kJ
,F007431,"Prawn, endeavour, wild, flesh, raw","Prawn, endeavour, wild, flesh, raw",en-AU,15201.0,100g,98.0,22.4,284.0,364.0,330.0,from kJ
,F007451,"Prawn, school, wild, flesh, raw","Prawn, school, wild, flesh, raw",en-AU,15201.0,100g,82.0,17.8,280.0,306.0,114.0,from kJ
,F007454,"Prawn, Western king, wild, flesh, raw","Prawn, Western king, wild, flesh, raw",en-AU,15201.0,100g,104.0,23.9,326.0,412.0,268.0,from kJ
,F007433,"Prawn, flesh, raw (green)","Prawn, flesh, raw (green)",en-AU,15201.0,100g,91.0,20.7,317.0,314.0,345.0,from kJ
,F007432,"Prawn, flesh, cooked from raw, no added fat","Prawn, flesh, cooked from raw, no added fat",en-AU,15201.0,100g,121.0,27.1,276.0,312.0,1077.0,from kJ
,F008166,"Scallop, raw","Scallop, raw",en-AU,15202.0,100g,84.0,15.6,280.0,360.0,150.0,from kJ
,F008165,"Scallop, fried, no added fat","Scallop, fried, no added fat",en-AU,15202.0,100g,105.0,19.5,350.0,450.0,188.0,from kJ
,F008828,"Squid or calamari, raw","Squid or calamari, raw",en-AU,15202.0,100g,78.0,16.7,258.0,156.0,284.0,from kJ
,F008825,"Squid or calamari, fried, no added fat","Squid or calamari, fried, no added fat",en-AU,15202.0,100g,98.0,20.9,322.0,195.0,355.0,from kJ
,F000074,"Anchovy, canned in oil, drained","Anchovy, canned in oil, drained",en-AU,15401.0,100g,182.0,25.4,252.0,180.0,5480.0,from kJ
,F003009,"Cod, smoked, raw","Cod, smoked, raw",en-AU,15102.0,100g,85.0,18.8,180.0,300.0,655.0,from kJ
,F003003,"Cod or hake, smoked, steamed","Cod or hake, smoked, steamed",en-AU,15102.0,100g,95.0,20.1,250.0,252.0,548.0,from kJ
,F003897,"Fish finger, crumbed, purchased frozen, raw","Fish finger, crumbed, purchased frozen, raw",en-AU,15501.0,100g,221.0,12.1,170.0,190.0,300.0,from kJ
,F003896,"Fish finger, crumbed, purchased frozen, grilled, no added fat","Fish finger, crumbed, purchased frozen, grilled, no added fat",en-AU,15501.0,100g,251.0,13.8,193.0,216.0,341.0,from kJ
,F007853,"Salmon, pink, canned in brine, drained","Salmon, pink, canned in brine, drained",en-AU,15401.0,100g,138.0,20.7,312.0,286.0,382.0,from kJ
,F007847,"Salmon, flavoured, canned, undrained","Salmon, flavoured, canned, undrained",en-AU,15401.0,100g,129.0,15.5,231.0,240.0,420.0,from kJ
,F007860,"Salmon, red, canned in brine, drained","Salmon, red, canned in brine, drained",en-AU,15401.0,100g,147.0,24.4,260.0,270.0,350.0,from kJ
,F007864,"Salmon, smoked, sliced","Salmon, smoked, sliced",en-AU,15102.0,100g,188.0,24.3,300.0,420.0,1015.0,from kJ
,F009285,"Tuna, canned in brine, drained","Tuna, canned in brine, drained",en-AU,15401.0,100g,129.0,26.1,186.0,205.0,200.0,from kJ
,F009803,"Bar, snack, oat based, baked","Bar, snack, oat based, baked",en-AU,,100g,457.0,8.0,250.0,340.0,170.0,from kJ
,F009293,"Tuna, flavoured, canned in oil, drained","Tuna, flavoured, canned in oil, drained",en-AU,15401.0,100g,138.0,18.0,160.0,250.0,430.0,from kJ
,F000333,"Bar, muesli, plain or with dried fruit","Bar, muesli, plain or with dried fruit",en-AU,28302.0,100g,379.0,8.3,234.0,335.0,144.0,from kJ
,F009804,"Ball, snack, date based","Ball, snack, date based",en-AU,28201.0,100g,332.0,8.8,240.0,970.0,35.0,from kJ
,F000344,"Bar, muesli, with nuts","Bar, muesli, with nuts",en-AU,28302.0,100g,445.0,9.4,197.0,318.0,162.0,from kJ
,F009801,"Bar, snack, with >55% nuts","Bar, snack, with >55% nuts",en-AU,28202.0,100g,517.0,18.8,370.0,580.0,39.0,from kJ
,F009802,"Bar, snack, with >35% nuts, added protein","Bar, snack, with >35% nuts, added protein",en-AU,28301.0,100g,474.0,25.0,340.0,450.0,270.0,from kJ
,F000337,"Bar, muesli, plain or with dried fruit, chocolate-coated","Bar, muesli, plain or with dried fruit, chocolate-coated",en-AU,28303.0,100g,395.0,6.1,225.0,272.0,70.0,from kJ
,F000339,"Bar, muesli, plain or with dried fruit, yoghurt-coated","Bar, muesli, plain or with dried fruit, yoghurt-coated",en-AU,28303.0,100g,400.0,6.6,132.0,359.0,74.0,from kJ
,F000368,"Bar, snack, fruit filled, baked","Bar, snack, fruit filled, baked",en-AU,28304.0,100g,335.0,3.9,40.0,174.0,199.0,from kJ
,F003198,"Corn chips, plain, toasted, salted","Corn chips, plain, toasted, salted",en-AU,26201.0,100g,491.0,7.5,255.0,170.0,420.0,from kJ
,F003802,"Extruded snack, cheese flavoured","Extruded snack, cheese flavoured",en-AU,26301.0,100g,487.0,8.8,170.0,230.0,1000.0,from kJ
,F004248,"Snack, grain based, extruded, flavoured","Snack, grain based, extruded, flavoured",en-AU,26301.0,100g,462.0,7.4,230.0,430.0,320.0,from kJ
,F006030,"Noodle snack, wheat, flavoured, dry","Noodle snack, wheat, flavoured, dry",en-AU,26401.0,100g,497.0,10.4,116.0,183.0,938.0,from kJ
,F006844,"Popcorn, commercial, butter flavoured, salted","Popcorn, commercial, butter flavoured, salted",en-AU,26202.0,100g,491.0,9.1,310.0,260.0,626.0,from kJ
,F007193,"Potato crisps or chips, plain, salted","Potato crisps or chips, plain, salted",en-AU,26101.0,100g,511.0,6.0,162.0,1250.0,592.0,from kJ
,F007201,"Potato crisps or chips, salt & vinegar flavoured","Potato crisps or chips, salt & vinegar flavoured",en-AU,26101.0,100g,501.0,6.8,128.0,1200.0,970.0,from kJ
,F007189,"Potato crisps or chips, flavoured (other than salt & vinegar)","Potato crisps or chips, flavoured (other than salt & vinegar)",en-AU,26101.0,100g,500.0,6.8,155.0,1350.0,664.0,from kJ
,F007198,"Potato crisps or chips, reformed, salted","Potato crisps or chips, reformed, salted",en-AU,26101.0,100g,553.0,5.7,125.0,700.0,430.0,from kJ
,F009836,"Vegetable crisps or chips, sweet potato & taro, flavoured","Vegetable crisps or chips, sweet potato & taro, flavoured",en-AU,24102.0,100g,490.0,3.0,110.0,770.0,440.0,from kJ
,F007204,"Potato straws, French fries, plain","Potato straws, French fries, plain",en-AU,26101.0,100g,517.0,6.9,162.0,1390.0,576.0,from kJ
,F009073,"Taco shell, from corn flour, plain","Taco shell, from corn flour, plain",en-AU,26201.0,100g,466.0,6.8,230.0,210.0,80.0,from kJ
,F008509,"Soup, broth style, with meat, instant dry mix","Soup, broth style, with meat, instant dry mix",en-AU,21201.0,100g,323.0,4.8,161.0,16.0,5020.0,from kJ
,F008508,"Soup, broth style, with meat & noodles, instant dry mix","Soup, broth style, with meat & noodles, instant dry mix",en-AU,21201.0,100g,363.0,10.8,150.0,98.0,4536.0,from kJ
,F008513,"Soup, chicken & noodle, cup of soup, prepared from instant dry mix with water","Soup, chicken & noodle, cup of soup, prepared from instant dry mix with water",en-AU,21301.0,100g,19.0,0.7,7.0,11.0,440.0,from kJ
,F008571,"Soup, cream variety, instant dry mix","Soup, cream variety, instant dry mix",en-AU,21202.0,100g,389.0,5.3,214.0,339.0,4230.0,from kJ
,F008670,"Soup, vegetable, instant dry mix","Soup, vegetable, instant dry mix",en-AU,21202.0,100g,287.0,6.7,217.0,22.0,7130.0,from kJ
,F008661,"Soup, vegetable & noodle, instant dry mix","Soup, vegetable & noodle, instant dry mix",en-AU,21202.0,100g,362.0,8.7,151.0,15.0,2030.0,from kJ
,F000279,"Bar, cherry & coconut centre, dark chocolate-coated","Bar, cherry & coconut centre, dark chocolate-coated",en-AU,28102.0,100g,427.0,4.4,110.0,270.0,46.0,from kJ
,F000285,"Bar, coconut cream centre, milk chocolate-coated","Bar, coconut cream centre, milk chocolate-coated",en-AU,28102.0,100g,425.0,4.5,130.0,310.0,130.0,from kJ
,F000296,"Bar, honeycomb centre, milk chocolate-coated","Bar, honeycomb centre, milk chocolate-coated",en-AU,28103.0,100g,424.0,2.6,110.0,340.0,260.0,from kJ
,F000348,"Bar, nougat & caramel centre, milk chocolate-coated","Bar, nougat & caramel centre, milk chocolate-coated",en-AU,28103.0,100g,409.0,5.2,160.0,290.0,190.0,from kJ
,F002916,"Chocolate, compound, cooking","Chocolate, compound, cooking",en-AU,28101.0,100g,511.0,4.0,160.0,650.0,45.0,from kJ
,F002921,"Chocolate, dark, high cocoa solids","Chocolate, dark, high cocoa solids",en-AU,28101.0,100g,526.0,3.9,200.0,440.0,55.0,from kJ
,F009837,"Chocolate, dark, no added sugar","Chocolate, dark, no added sugar",en-AU,281.0,100g,506.0,6.9,210.0,560.0,3.0,from kJ
,F002929,"Chocolate, milk","Chocolate, milk",en-AU,28101.0,100g,521.0,7.6,260.0,425.0,68.0,from kJ
,F002934,"Chocolate, milk, fondant or caramel filled","Chocolate, milk, fondant or caramel filled",en-AU,28103.0,100g,478.0,6.0,180.0,320.0,79.0,from kJ
,F002937,"Chocolate, milk, with dried fruit & nuts","Chocolate, milk, with dried fruit & nuts",en-AU,28102.0,100g,497.0,7.8,249.0,524.0,62.0,from kJ
,F002939,"Chocolate, milk, with nuts","Chocolate, milk, with nuts",en-AU,28102.0,100g,556.0,9.9,278.0,505.0,48.0,from kJ
,F002946,"Chocolate, white","Chocolate, white",en-AU,28101.0,100g,543.0,7.1,210.0,310.0,78.0,from kJ
,F003097,"Confectionery, almond, chocolate-coated","Confectionery, almond, chocolate-coated",en-AU,28102.0,100g,528.0,9.4,300.0,481.0,58.0,from kJ
,F003100,"Confectionery, chocolate centre, sugar-coated","Confectionery, chocolate centre, sugar-coated",en-AU,28103.0,100g,486.0,4.8,120.0,290.0,55.0,from kJ
,F003105,"Confectionery, dried fruit & nuts, chocolate-coated","Confectionery, dried fruit & nuts, chocolate-coated",en-AU,28102.0,100g,498.0,9.7,245.0,604.0,36.0,from kJ
,F003114,"Confectionery, peanut, chocolate-coated","Confectionery, peanut, chocolate-coated",en-AU,28102.0,100g,558.0,13.3,301.0,508.0,174.0,from kJ
,F003118,"Confectionery, sultana, chocolate-coated","Confectionery, sultana, chocolate-coated",en-AU,28103.0,100g,457.0,6.1,206.0,584.0,50.0,from kJ
,F002953,"Chutney or relish, commercial","Chutney or relish, commercial",en-AU,23201.0,100g,180.0,0.5,20.0,210.0,690.0,from kJ
,F004600,"Jam, berry","Jam, berry",en-AU,27201.0,100g,263.0,0.3,7.0,56.0,12.0,from kJ
,F004607,"Jam, stone fruit","Jam, stone fruit",en-AU,27201.0,100g,251.0,0.2,6.0,84.0,14.0,from kJ
,F004604,"Jam, plum","Jam, plum",en-AU,27201.0,100g,251.0,0.2,6.0,84.0,14.0,from kJ
,F005421,"Marmalade, orange","Marmalade, orange",en-AU,27201.0,100g,253.0,0.1,5.0,27.0,33.0,from kJ
,F008777,"Spread, hazelnut & chocolate flavoured","Spread, hazelnut & chocolate flavoured",en-AU,27204.0,100g,524.0,6.8,190.0,430.0,42.0,from kJ
,F004219,"Glucose, liquid or syrup","Glucose, liquid or syrup",en-AU,27102.0,100g,303.0,0.0,11.0,3.0,150.0,from kJ
,F004380,Honey,Honey,en-AU,27102.0,100g,278.0,0.3,4.0,66.0,8.0,from kJ
,F008969,"Sugar, brown","Sugar, brown",en-AU,27101.0,100g,371.0,0.2,0.0,300.0,21.0,from kJ
,F008973,"Sugar, raw","Sugar, raw",en-AU,27101.0,100g,382.0,0.0,0.0,21.0,1.0,from kJ
,F008976,"Sugar, white, granulated or lump","Sugar, white, granulated or lump",en-AU,27101.0,100g,382.0,0.0,0.0,2.0,0.0,from kJ
,F008980,"Sugar, white, icing","Sugar, white, icing",en-AU,27101.0,100g,382.0,0.0,0.0,2.0,0.0,from kJ
,F008981,"Sugar, white, icing mixture","Sugar, white, icing mixture",en-AU,27101.0,100g,382.0,0.0,0.0,2.0,0.0,from kJ
,F009049,"Syrup, golden","Syrup, golden",en-AU,27102.0,100g,288.0,0.2,0.0,610.0,130.0,from kJ
,F009052,"Syrup, maple, pure","Syrup, maple, pure",en-AU,27102.0,100g,259.0,0.0,2.0,212.0,12.0,from kJ
,F002257,"Caramels, soft & hard","Caramels, soft & hard",en-AU,28401.0,100g,387.0,2.5,65.0,120.0,250.0,from kJ
,F004611,"Jelly crystals, sugar sweetened, all flavours","Jelly crystals, sugar sweetened, all flavours",en-AU,27301.0,100g,378.0,7.1,0.0,4.0,520.0,from kJ
,F004615,"Jelly, sugar sweetened, all flavours, prepared","Jelly, sugar sweetened, all flavours, prepared",en-AU,27301.0,100g,55.0,1.0,0.0,1.0,78.0,from kJ
,F005214,"Liquorice, black","Liquorice, black",en-AU,28401.0,100g,307.0,5.7,53.0,1060.0,120.0,from kJ
,F005213,"Liquorice, allsorts","Liquorice, allsorts",en-AU,28401.0,100g,352.0,2.3,21.0,425.0,48.0,from kJ
,F005215,"Liquorice, chocolate-coated","Liquorice, chocolate-coated",en-AU,28103.0,100g,371.0,6.3,115.0,870.0,104.0,from kJ
,F005235,"Lolly, hard varieties","Lolly, hard varieties",en-AU,28401.0,100g,374.0,0.0,3.0,3.0,250.0,from kJ
,F005236,"Lolly, jelly varieties","Lolly, jelly varieties",en-AU,28401.0,100g,301.0,3.9,8.0,3.0,39.0,from kJ
,F005241,"Lolly, mint flavoured, sugar sweetened","Lolly, mint flavoured, sugar sweetened",en-AU,28401.0,100g,380.0,0.1,11.0,3.0,48.0,from kJ
,F005522,"Meringue, all flavours, commercial","Meringue, all flavours, commercial",en-AU,27301.0,100g,368.0,2.6,6.0,32.0,40.0,from kJ
,F000144,"Artichoke, globe, raw","Artichoke, globe, raw",en-AU,24402.0,100g,35.0,2.8,90.0,360.0,6.0,from kJ
,F000142,"Artichoke, globe, boiled, drained","Artichoke, globe, boiled, drained",en-AU,24402.0,100g,41.0,3.3,95.0,381.0,7.0,from kJ
,F000146,"Artichoke, jerusalem, peeled, raw","Artichoke, jerusalem, peeled, raw",en-AU,24302.0,100g,59.0,2.1,78.0,520.0,5.0,from kJ
,F000145,"Artichoke, jerusalem, peeled, boiled, drained","Artichoke, jerusalem, peeled, boiled, drained",en-AU,24302.0,100g,63.0,2.2,75.0,503.0,5.0,from kJ
,F000141,"Artichoke heart, canned in brine, drained","Artichoke heart, canned in brine, drained",en-AU,24402.0,100g,25.0,1.9,37.0,180.0,280.0,from kJ
,F000155,"Asparagus, green, raw","Asparagus, green, raw",en-AU,24402.0,100g,21.0,2.5,43.0,320.0,2.0,from kJ
,F000151,"Asparagus, green, boiled, drained","Asparagus, green, boiled, drained",en-AU,24402.0,100g,25.0,2.9,46.0,339.0,2.0,from kJ
,F000149,"Asparagus, canned in brine, drained","Asparagus, canned in brine, drained",en-AU,24402.0,100g,24.0,1.9,35.0,120.0,240.0,from kJ
,F000162,"Avocado, raw","Avocado, raw",en-AU,24705.0,100g,138.0,1.6,49.0,450.0,7.0,from kJ
,F000253,"Bamboo shoot, canned in water, heated, drained","Bamboo shoot, canned in water, heated, drained",en-AU,24402.0,100g,14.0,0.8,8.0,51.0,10.0,from kJ
,F000396,"Basil, green, fresh, raw","Basil, green, fresh, raw",en-AU,24403.0,100g,22.0,2.6,91.0,440.0,10.0,from kJ
,F000419,"Bean, broad, fresh, raw","Bean, broad, fresh, raw",en-AU,24502.0,100g,56.0,6.9,95.0,250.0,4.0,from kJ
,F000418,"Bean, broad, fresh, boiled, drained","Bean, broad, fresh, boiled, drained",en-AU,24502.0,100g,60.0,7.4,92.0,202.0,3.0,from kJ
,F000422,"Bean, butter, fresh, raw","Bean, butter, fresh, raw",en-AU,24502.0,100g,25.0,2.3,42.0,230.0,3.0,from kJ
,F000421,"Bean, butter, fresh, boiled, drained","Bean, butter, fresh, boiled, drained",en-AU,24502.0,100g,27.0,2.5,40.0,185.0,2.0,from kJ
,F000431,"Bean, green, fresh, raw","Bean, green, fresh, raw",en-AU,24502.0,100g,25.0,1.8,32.0,280.0,0.0,from kJ
,F000430,"Bean, green, fresh, boiled, drained","Bean, green, fresh, boiled, drained",en-AU,24502.0,100g,27.0,1.9,31.0,226.0,0.0,from kJ
,F000434,"Bean, green, frozen, boiled, drained","Bean, green, frozen, boiled, drained",en-AU,24502.0,100g,26.0,1.4,42.0,76.0,2.0,from kJ
,F001015,"Beetroot, fresh, purple, peeled, raw","Beetroot, fresh, purple, peeled, raw",en-AU,24302.0,100g,48.0,1.9,35.0,290.0,54.0,from kJ
,F001013,"Beetroot, fresh, purple, peeled, baked, no added fat","Beetroot, fresh, purple, peeled, baked, no added fat",en-AU,24302.0,100g,59.0,2.3,43.0,354.0,66.0,from kJ
,F001014,"Beetroot, fresh, purple, peeled, boiled, drained","Beetroot, fresh, purple, peeled, boiled, drained",en-AU,24302.0,100g,52.0,2.0,34.0,281.0,55.0,from kJ
,F001010,"Beetroot, canned in brine, drained","Beetroot, canned in brine, drained",en-AU,24302.0,100g,44.0,1.2,21.0,210.0,220.0,from kJ
,F001301,"Bok choy, raw","Bok choy, raw",en-AU,24201.0,100g,19.0,2.5,28.0,250.0,57.0,from kJ
,F001300,"Bok choy, fried, no added fat","Bok choy, fried, no added fat",en-AU,24201.0,100g,27.0,3.6,39.0,357.0,81.0,from kJ
,F001302,"Bok choy, steamed","Bok choy, steamed",en-AU,24201.0,100g,20.0,2.6,24.0,221.0,56.0,from kJ
,F001905,"Broccoli, fresh, raw","Broccoli, fresh, raw",en-AU,24202.0,100g,31.0,4.7,75.0,336.0,22.0,from kJ
,F001904,"Broccoli, fresh, microwaved","Broccoli, fresh, microwaved",en-AU,24202.0,100g,27.0,3.2,54.0,181.0,13.0,from kJ
,F001900,"Broccoli, fresh, boiled, drained","Broccoli, fresh, boiled, drained",en-AU,24202.0,100g,24.0,2.9,54.0,181.0,13.0,from kJ
,F001899,"Broccoli, fresh, baked, no added fat","Broccoli, fresh, baked, no added fat",en-AU,24202.0,100g,38.0,5.7,91.0,410.0,26.0,from kJ
,F001909,"Broccolini, fresh, raw","Broccolini, fresh, raw",en-AU,24202.0,100g,29.0,3.2,61.0,250.0,16.0,from kJ
,F001908,"Broccolini, fresh, boiled, drained","Broccolini, fresh, boiled, drained",en-AU,24202.0,100g,30.0,3.3,57.0,234.0,16.0,from kJ
,F001914,"Brussels sprout, fresh, raw","Brussels sprout, fresh, raw",en-AU,24201.0,100g,36.0,3.8,69.0,380.0,30.0,from kJ
,F001913,"Brussels sprout, fresh, boiled, drained","Brussels sprout, fresh, boiled, drained",en-AU,24201.0,100g,37.0,4.0,61.0,336.0,30.0,from kJ
,F001996,"Cabbage, Chinese, raw","Cabbage, Chinese, raw",en-AU,24201.0,100g,11.0,1.1,40.0,250.0,6.0,from kJ
,F001993,"Cabbage, Chinese, boiled, drained","Cabbage, Chinese, boiled, drained",en-AU,24201.0,100g,11.0,1.1,35.0,221.0,6.0,from kJ
,F001990,"Cabbage, Chinese flowering, raw","Cabbage, Chinese flowering, raw",en-AU,24201.0,100g,17.0,1.3,40.0,340.0,13.0,from kJ
,F001988,"Cabbage, Chinese flowering, boiled, drained","Cabbage, Chinese flowering, boiled, drained",en-AU,24201.0,100g,18.0,1.4,35.0,301.0,13.0,from kJ
,F001998,"Cabbage, mustard, raw","Cabbage, mustard, raw",en-AU,24201.0,100g,18.0,2.3,28.0,450.0,3.0,from kJ
,F001997,"Cabbage, mustard, boiled, drained","Cabbage, mustard, boiled, drained",en-AU,24201.0,100g,19.0,2.4,29.0,469.0,3.0,from kJ
,F002006,"Cabbage, red, raw","Cabbage, red, raw",en-AU,24201.0,100g,29.0,2.2,30.0,450.0,16.0,from kJ
,F002003,"Cabbage, red, boiled, drained","Cabbage, red, boiled, drained",en-AU,24201.0,100g,30.0,2.3,26.0,398.0,16.0,from kJ
,F002010,"Cabbage, savoy, raw","Cabbage, savoy, raw",en-AU,24201.0,100g,22.0,1.7,40.0,340.0,23.0,from kJ
,F002009,"Cabbage, savoy, boiled, drained","Cabbage, savoy, boiled, drained",en-AU,24201.0,100g,22.0,1.8,35.0,301.0,23.0,from kJ
,F002015,"Cabbage, white, raw","Cabbage, white, raw",en-AU,24201.0,100g,22.0,1.3,40.0,266.0,14.0,from kJ
,F002014,"Cabbage, white, boiled, drained","Cabbage, white, boiled, drained",en-AU,24201.0,100g,22.0,1.4,35.0,236.0,13.0,from kJ
,F002220,"Capers, pickled, canned, drained","Capers, pickled, canned, drained",en-AU,23201.0,100g,30.0,2.4,10.0,40.0,2348.0,from kJ
,F002239,"Capsicum, green, fresh, raw","Capsicum, green, fresh, raw",en-AU,24705.0,100g,16.0,0.9,26.0,190.0,1.0,from kJ
,F002238,"Capsicum, green, fresh, fried, no added fat","Capsicum, green, fresh, fried, no added fat",en-AU,24705.0,100g,18.0,1.0,29.0,211.0,1.0,from kJ
,F002247,"Capsicum, red, fresh, raw","Capsicum, red, fresh, raw",en-AU,24705.0,100g,27.0,1.1,31.0,240.0,3.0,from kJ
,F002246,"Capsicum, red, fresh, fried, no added fat","Capsicum, red, fresh, fried, no added fat",en-AU,24705.0,100g,31.0,1.2,34.0,267.0,3.0,from kJ
,F002266,"Carrot, baby, peeled, fresh, raw","Carrot, baby, peeled, fresh, raw",en-AU,24301.0,100g,32.0,0.7,31.0,210.0,51.0,from kJ
,F002265,"Carrot, baby, peeled, fresh, boiled, drained","Carrot, baby, peeled, fresh, boiled, drained",en-AU,24301.0,100g,34.0,0.8,30.0,203.0,52.0,from kJ
,F002263,"Carrot, baby, baked, no added fat","Carrot, baby, baked, no added fat",en-AU,24301.0,100g,35.0,0.8,34.0,228.0,55.0,from kJ
,F002276,"Carrot, mature, peeled, fresh, raw","Carrot, mature, peeled, fresh, raw",en-AU,24301.0,100g,35.0,0.6,31.0,264.0,49.0,from kJ
,F002274,"Carrot, mature, peeled, fresh, baked, no added fat","Carrot, mature, peeled, fresh, baked, no added fat",en-AU,24301.0,100g,43.0,0.7,38.0,322.0,60.0,from kJ
,F002275,"Carrot, mature, peeled, fresh, boiled, drained","Carrot, mature, peeled, fresh, boiled, drained",en-AU,24301.0,100g,33.0,1.1,30.0,262.0,67.0,from kJ
,F002286,"Cassava, peeled, fresh, raw","Cassava, peeled, fresh, raw",en-AU,24302.0,100g,140.0,1.1,27.0,270.0,2.0,from kJ
,F002285,"Cassava, peeled, fresh, boiled, drained","Cassava, peeled, fresh, boiled, drained",en-AU,24302.0,100g,151.0,1.2,26.0,261.0,2.0,from kJ
,F002288,"Cassava, white flesh, peeled, fresh, raw","Cassava, white flesh, peeled, fresh, raw",en-AU,24302.0,100g,154.0,0.6,27.0,250.0,2.0,from kJ
,F002287,"Cassava, white flesh, peeled, fresh, boiled, drained","Cassava, white flesh, peeled, fresh, boiled, drained",en-AU,24302.0,100g,165.0,0.6,26.0,242.0,2.0,from kJ
,F002290,"Cassava, yellow flesh, peeled, fresh, raw","Cassava, yellow flesh, peeled, fresh, raw",en-AU,24302.0,100g,127.0,1.6,27.0,290.0,2.0,from kJ
,F002289,"Cassava, yellow flesh, peeled, fresh, boiled, drained","Cassava, yellow flesh, peeled, fresh, boiled, drained",en-AU,24302.0,100g,136.0,1.7,26.0,281.0,2.0,from kJ
,F002378,"Cauliflower, fresh, raw","Cauliflower, fresh, raw",en-AU,24202.0,100g,24.0,1.9,46.0,242.0,40.0,from kJ
,F002377,"Cauliflower, fresh, boiled, drained","Cauliflower, fresh, boiled, drained",en-AU,24202.0,100g,25.0,2.0,43.0,227.0,40.0,from kJ
,F002384,"Celeriac, peeled, raw","Celeriac, peeled, raw",en-AU,24302.0,100g,39.0,1.6,30.0,440.0,21.0,from kJ
,F002383,"Celeriac, peeled, boiled, drained","Celeriac, peeled, boiled, drained",en-AU,24302.0,100g,42.0,1.7,28.0,426.0,21.0,from kJ
,F002390,"Celery, fresh, raw","Celery, fresh, raw",en-AU,24402.0,100g,15.0,0.6,30.0,267.0,98.0,from kJ
